,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
1538,GRZ,2018-08-25,2020-05-09,623,Saturday,358330,GBP,5263,500002,152544,0.010525957896168414,28.984229526885805,0.3050867796528814,25-40,M,elizabeth58,kelleydavid@lee.com,Michael Oneill,M,53
1539,BYU,2019-04-17,2019-11-01,198,Wednesday,335171,USD,44001,500001,204405,0.08800182399635201,4.645462603122656,0.4088091823816352,40-60,F,elizabeth58,kelleydavid@lee.com,Michael Oneill,M,53
1540,BYU,2018-09-26,2019-06-22,269,Wednesday,262895,EUR,13029,500004,184966,0.0260577915376677,14.196484764755546,0.36992904056767545,40-60,F,keith93,kylehanson@trujillo-parrish.com,Melissa Blake MD,F,74
1541,AKX,2019-09-29,2021-02-11,501,Sunday,531721,EUR,23739,500000,431133,0.047478,18.16138000758246,0.862266,25-35,M,keith93,kylehanson@trujillo-parrish.com,Melissa Blake MD,F,74
1542,AKX,2019-11-03,2020-05-19,198,Sunday,866188,EUR,48056,499998,42541,0.0961123844495378,0.8852380556017979,0.08508234032936132,20-40,M,keith93,kylehanson@trujillo-parrish.com,Melissa Blake MD,F,74
1543,AKX,2018-05-29,2019-03-16,291,Tuesday,440314,USD,55756,500001,193217,0.11151177697644604,3.4654028266016215,0.3864332271335457,35-45,F,keith93,kylehanson@trujillo-parrish.com,Melissa Blake MD,F,74
1544,KTR,2019-08-14,2020-11-14,458,Wednesday,45926,GBP,23402,499997,22312,0.046804280825684955,0.9534227843774037,0.044624267745606475,20-35,F,graysandy,laura80@gmail.com,Tamara Cross,F,40
1545,GRZ,2018-03-11,2018-09-25,198,Sunday,852326,USD,56441,499997,470533,0.11288267729606377,8.336723303981149,0.9410716464298786,40-50,F,graysandy,laura80@gmail.com,Tamara Cross,F,40
1546,GRZ,2018-05-22,2020-03-18,666,Tuesday,663192,GBP,31601,499999,622812,0.06320212640425281,19.70861681592355,1.2456264912529824,20-35,F,graysandy,laura80@gmail.com,Tamara Cross,F,40
1547,AKX,2018-09-27,2019-12-02,431,Thursday,941459,USD,46668,499999,410259,0.09333618667237334,8.791013113911031,0.8205196410392821,40-60,F,graysandy,laura80@gmail.com,Tamara Cross,F,40
1548,BYU,2018-10-17,2018-12-19,63,Wednesday,600154,GBP,26930,499998,113789,0.05386021544086177,4.225362049758633,0.22757891031564126,25-35,B,singletonstephanie,andrew47@wheeler.com,Julie Barnes,F,72
1549,BYU,2019-09-27,2019-12-28,92,Friday,962481,EUR,35724,500003,39568,0.0714475713145721,1.1076027320568804,0.07913552518684888,25-45,B,singletonstephanie,andrew47@wheeler.com,Julie Barnes,F,72
1550,AKX,2017-12-09,2018-05-19,161,Saturday,630632,USD,53097,499999,48990,0.10619421238842477,0.922650997231482,0.09798019596039192,25-30,M,singletonstephanie,andrew47@wheeler.com,Julie Barnes,F,72
1551,AKX,2019-02-24,2019-02-27,3,Sunday,737181,GBP,15352,500000,252560,0.030704,16.45127670661803,0.50512,30-40,B,qhernandez,kennethpatterson@bailey-cox.net,Lindsey Miller,F,83
1552,KTR,2018-12-22,2019-09-09,261,Saturday,783962,EUR,82778,500001,260197,0.16555566888866222,3.14331102466839,0.5203929592140816,30-45,B,qhernandez,kennethpatterson@bailey-cox.net,Lindsey Miller,F,83
1553,KTR,2018-11-10,2020-08-04,633,Saturday,584623,EUR,38915,499999,561245,0.07783015566031132,14.422330720801748,1.12249224498449,30-40,M,qhernandez,kennethpatterson@bailey-cox.net,Lindsey Miller,F,83
1554,AKX,2017-11-15,2018-03-07,112,Wednesday,47702,EUR,35767,499998,13031,0.07153428613714455,0.36433024855313556,0.026062104248416994,40-45,B,qhernandez,kennethpatterson@bailey-cox.net,Lindsey Miller,F,83
1555,BYU,2018-08-11,2019-09-27,412,Saturday,787664,USD,74197,500001,236424,0.14839370321259357,3.1864361092766553,0.4728470543058914,25-40,F,olivia38,michaelburnett@hotmail.com,Nicole Jones,F,63
1556,BYU,2019-02-26,2019-07-27,151,Tuesday,912869,EUR,37985,500004,191292,0.07596939224486204,5.035987889956562,0.38258093935248516,35-40,B,olivia38,michaelburnett@hotmail.com,Nicole Jones,F,63
1557,KTR,2018-05-23,2020-03-24,671,Wednesday,573137,EUR,33834,500001,324173,0.06766786466427067,9.581279186617012,0.6483447033105934,30-50,F,mannapril,erica56@hotmail.com,Todd Hall,M,78
1558,GRZ,2018-04-06,2018-06-20,75,Friday,343444,USD,70926,500000,151459,0.141852,2.1354510334715053,0.302918,35-50,M,mannapril,erica56@hotmail.com,Todd Hall,M,78
1559,BYU,2018-03-05,2019-05-08,429,Monday,399310,EUR,8315,499998,104666,0.016630066520266083,12.5876127480457,0.20933283733134933,20-25,M,mannapril,erica56@hotmail.com,Todd Hall,M,78
1560,AKX,2018-09-16,2020-07-01,654,Sunday,748860,GBP,32757,500000,539187,0.065514,16.46020697866105,1.078374,25-35,B,mannapril,erica56@hotmail.com,Todd Hall,M,78
1561,AKX,2018-09-24,2020-09-18,725,Monday,297628,GBP,22189,499998,90280,0.04437817751271005,4.068682680607508,0.18056072224288897,35-40,M,mannapril,erica56@hotmail.com,Todd Hall,M,78
1562,AKX,2018-11-18,2020-10-26,708,Sunday,197434,GBP,52755,499995,170694,0.1055110551105511,3.2355985214671596,0.34139141391413913,30-50,B,mannapril,erica56@hotmail.com,Todd Hall,M,78
1563,AKX,2018-04-10,2019-01-10,275,Tuesday,723216,USD,85052,500001,143304,0.1701036597926804,1.6848986502375018,0.28660742678514645,20-45,B,mannapril,erica56@hotmail.com,Todd Hall,M,78
1564,GRZ,2018-06-27,2018-08-19,53,Wednesday,916821,EUR,53287,500006,512582,0.10657272112734648,9.619269240152382,1.0251516981796218,20-35,F,psherman,rossscott@goodwin-herman.org,Dana Martinez,F,69
1565,AKX,2019-04-23,2020-03-03,315,Tuesday,247033,USD,15144,500004,24535,0.030287757697938417,1.6201135763338617,0.049069607443140456,25-30,M,psherman,rossscott@goodwin-herman.org,Dana Martinez,F,69
1566,GRZ,2018-07-20,2019-12-03,501,Friday,187237,GBP,43758,500002,56428,0.08751564993740026,1.2895470542529366,0.11285554857780569,45-50,F,psherman,rossscott@goodwin-herman.org,Dana Martinez,F,69
1567,BYU,2019-02-27,2019-09-24,209,Wednesday,70266,EUR,31336,499999,53853,0.06267212534425069,1.7185665049782997,0.10770621541243082,30-35,F,psherman,rossscott@goodwin-herman.org,Dana Martinez,F,69
1568,GRZ,2018-12-03,2020-01-18,411,Monday,166971,GBP,53639,500000,78598,0.107278,1.4653144167490073,0.157196,20-30,M,psherman,rossscott@goodwin-herman.org,Dana Martinez,F,69
1569,GRZ,2018-03-12,2019-08-08,514,Monday,756509,USD,36430,499999,128747,0.07286014572029144,3.5340927806752678,0.25749451498903,20-30,B,psherman,rossscott@goodwin-herman.org,Dana Martinez,F,69
1570,KTR,2018-05-03,2019-12-18,594,Thursday,223500,USD,25936,500004,123647,0.05187158502731978,4.767388957433683,0.2472920216638267,35-50,M,mckinneyrhonda,xsmall@martin-bishop.com,Susan Adams,F,68
1571,KTR,2018-09-04,2019-03-25,202,Tuesday,188928,EUR,77997,499999,20970,0.15599431198862398,0.26885649448055693,0.04194008388016776,35-45,F,mckinneyrhonda,xsmall@martin-bishop.com,Susan Adams,F,68
1572,GRZ,2019-02-28,2020-04-30,427,Thursday,319871,USD,32204,499997,93671,0.0644083864503187,2.90867594087691,0.18734312405874434,40-50,M,mckinneyrhonda,xsmall@martin-bishop.com,Susan Adams,F,68
1573,GRZ,2018-09-15,2020-05-16,609,Saturday,414140,EUR,16949,500000,253372,0.033898,14.949082541742875,0.506744,30-50,F,mckinneyrhonda,xsmall@martin-bishop.com,Susan Adams,F,68
1574,BYU,2018-01-30,2018-09-18,231,Tuesday,570502,EUR,26204,499997,281588,0.0524083144498867,10.745992978171271,0.5631793790762745,25-40,B,mckinneyrhonda,xsmall@martin-bishop.com,Susan Adams,F,68
1575,BYU,2019-09-14,2020-09-16,368,Saturday,502069,EUR,65352,499997,234433,0.13070478422870538,3.5872352797159994,0.46886881321287927,40-50,M,mckinneyrhonda,xsmall@martin-bishop.com,Susan Adams,F,68
1576,GRZ,2019-06-23,2020-02-23,245,Sunday,893281,USD,46406,499998,342033,0.09281237124948499,7.370447786924105,0.6840687362749451,30-50,F,meyerserin,icox@king.com,Jessica Harris,F,52
1577,BYU,2019-06-27,2020-07-08,377,Thursday,128292,GBP,16828,499998,45691,0.0336561346245385,2.7151770858093656,0.09138236552946212,30-55,B,meyerserin,icox@king.com,Jessica Harris,F,52
1578,KTR,2018-03-24,2019-11-19,605,Saturday,518042,EUR,18525,499999,451409,0.0370500741001482,24.367557354925776,0.9028198056396113,20-25,F,meyerserin,icox@king.com,Jessica Harris,F,52
1579,KTR,2017-12-01,2019-10-01,669,Friday,317145,USD,63887,500003,50789,0.12777323336059984,0.7949817646782601,0.10157739053565679,35-45,M,meyerserin,icox@king.com,Jessica Harris,F,52
1580,KTR,2019-05-06,2020-01-29,268,Monday,186098,EUR,39561,500002,72472,0.07912168351326594,1.8319051591213569,0.1449434202263191,30-45,M,meyerserin,icox@king.com,Jessica Harris,F,52
1581,AKX,2018-01-19,2019-07-18,545,Friday,436016,GBP,18179,500003,85122,0.03635778185330888,4.682435777545519,0.17024297854212875,35-45,M,thomaswagner,braypaula@hotmail.com,Mary Alvarez,F,19
1582,BYU,2018-04-29,2019-06-24,421,Sunday,666384,GBP,53145,499998,652173,0.10629042516170065,12.271577758961332,1.3043512174048697,35-40,M,thomaswagner,braypaula@hotmail.com,Mary Alvarez,F,19
1583,AKX,2019-04-01,2019-04-17,16,Monday,571426,EUR,77233,500002,347039,0.15446538213847144,4.493403078994731,0.6940752236991052,30-45,M,thomaswagner,braypaula@hotmail.com,Mary Alvarez,F,19
1584,BYU,2019-08-04,2021-01-25,540,Sunday,688817,EUR,35044,499998,83882,0.07008828035312141,2.393619449834494,0.16776467105868423,20-30,F,thomaswagner,braypaula@hotmail.com,Mary Alvarez,F,19
1585,BYU,2019-09-07,2021-05-07,608,Saturday,717380,GBP,87970,500002,323281,0.17593929624281504,3.6749005342730476,0.6465594137623449,25-30,F,isaacrodriguez,brian18@hotmail.com,Courtney Morgan,F,80
1586,BYU,2018-12-25,2020-08-24,608,Tuesday,433619,USD,48850,500000,205641,0.0977,4.2096417604913,0.411282,35-55,B,isaacrodriguez,brian18@hotmail.com,Courtney Morgan,F,80
1587,AKX,2019-07-30,2019-08-07,8,Tuesday,224547,GBP,19985,500003,63441,0.03996976018143891,3.174430823117338,0.12688123871256773,35-60,M,lowebryan,rsmith@hotmail.com,Leslie Griffin,F,79
1588,GRZ,2018-07-31,2019-05-08,281,Tuesday,737173,EUR,86221,500000,417804,0.172442,4.845733637976827,0.835608,25-45,M,lowebryan,rsmith@hotmail.com,Leslie Griffin,F,79
1589,KTR,2019-06-23,2020-01-06,197,Sunday,727242,USD,49424,499996,223591,0.09884879079032632,4.523935739721593,0.4471855774846199,25-40,M,joneschristina,frederickcraig@hotmail.com,Michael Ruiz,M,29
1590,KTR,2019-05-03,2020-03-03,305,Friday,995299,EUR,56743,499999,643881,0.11348622697245395,11.347320374319299,1.2877645755291511,25-45,M,joneschristina,frederickcraig@hotmail.com,Michael Ruiz,M,29
1591,BYU,2018-07-25,2020-06-16,692,Wednesday,504296,EUR,77440,500002,232670,0.15487938048247807,3.0045196280991737,0.4653381386474454,30-35,F,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1592,GRZ,2019-02-08,2020-10-21,621,Friday,894728,GBP,39240,500001,455638,0.07847984304031391,11.611569826707441,0.9112741774516451,40-45,F,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1593,GRZ,2018-11-02,2020-05-02,547,Friday,72187,GBP,58248,500001,68756,0.11649576700846598,1.180401043812663,0.13751172497655004,35-55,F,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1594,BYU,2019-04-20,2020-02-14,300,Saturday,82910,EUR,29452,500000,4149,0.058904,0.14087328534564716,0.008298,45-55,M,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1595,GRZ,2018-04-28,2018-07-03,66,Saturday,848263,USD,21162,500003,788554,0.042323746057523655,37.26273509120121,1.5770985374087756,25-30,M,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1596,GRZ,2018-02-04,2019-08-05,547,Sunday,376957,GBP,30339,500000,110784,0.060678,3.6515376248393157,0.221568,20-40,M,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1597,BYU,2018-04-04,2019-12-18,623,Wednesday,486532,USD,55056,499997,387297,0.11011266067596405,7.0346011333914555,0.7745986475918856,25-35,B,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1598,AKX,2019-09-30,2021-03-10,527,Monday,865297,GBP,8116,500003,150584,0.01623190260858435,18.55396747166092,0.301166193002842,40-60,M,webbkaren,woodsjane@hotmail.com,Jasmine Manning,F,20
1599,AKX,2018-08-27,2019-05-26,272,Monday,269861,GBP,36503,500000,91664,0.073006,2.5111360710078623,0.183328,20-30,B,pkerr,nicholsonjeffrey@garza.info,Kimberly Wagner,F,18
1600,KTR,2019-06-10,2020-06-05,361,Monday,315083,EUR,17651,500001,177727,0.035301929396141206,10.068947934961193,0.35545328909342183,30-35,B,pkerr,nicholsonjeffrey@garza.info,Kimberly Wagner,F,18
1601,KTR,2018-09-10,2019-07-18,311,Monday,243513,USD,12224,500001,214583,0.024447951104097792,17.554237565445025,0.42916514166971664,30-35,F,pkerr,nicholsonjeffrey@garza.info,Kimberly Wagner,F,18
1602,BYU,2018-04-06,2019-10-08,550,Friday,204204,EUR,40340,499998,34614,0.08068032272129089,0.8580565195835399,0.06922827691310765,25-50,B,pkerr,nicholsonjeffrey@garza.info,Kimberly Wagner,F,18
1603,AKX,2019-05-25,2019-05-29,4,Saturday,788295,GBP,59896,500002,696273,0.11979152083391667,11.624699479097101,1.3925404298382806,20-40,F,pkerr,nicholsonjeffrey@garza.info,Kimberly Wagner,F,18
1604,GRZ,2018-02-21,2018-08-04,164,Wednesday,279861,EUR,19256,500000,60554,0.038512,3.1446821769837974,0.121108,25-35,B,pkerr,nicholsonjeffrey@garza.info,Kimberly Wagner,F,18
1605,BYU,2019-09-13,2021-06-04,630,Friday,774838,EUR,22171,500000,610499,0.044342,27.53592530783456,1.220998,35-40,M,brian01,gcox@lowe.com,Stephanie Wagner,F,43
1606,BYU,2018-09-12,2020-08-09,697,Wednesday,314654,GBP,20425,499998,121515,0.0408501634006536,5.949326805385557,0.2430309721238885,25-35,F,brian01,gcox@lowe.com,Stephanie Wagner,F,43
1607,KTR,2018-04-27,2019-03-11,318,Friday,555554,USD,45408,499998,122722,0.09081636326545306,2.702651515151515,0.24544498177992713,25-30,M,brian01,gcox@lowe.com,Stephanie Wagner,F,43
1608,BYU,2018-08-03,2020-04-29,635,Friday,284360,USD,48017,500000,121352,0.096034,2.5272715913114103,0.242704,25-30,M,brian01,gcox@lowe.com,Stephanie Wagner,F,43
1609,AKX,2018-04-07,2019-12-26,628,Saturday,214932,EUR,19827,499997,147584,0.039654237925427556,7.443587027790387,0.2951697710186261,25-45,M,brian01,gcox@lowe.com,Stephanie Wagner,F,43
1610,AKX,2019-07-10,2019-09-22,74,Wednesday,704151,USD,71373,499999,690750,0.14274628549257098,9.678029506956412,1.381502763005526,30-50,F,millerdustin,rbell@gmail.com,Danielle Smith,F,25
1611,BYU,2018-06-24,2018-08-31,68,Sunday,940525,EUR,75869,500001,912269,0.15173769652460695,12.024265510287469,1.8245343509312981,45-50,B,millerdustin,rbell@gmail.com,Danielle Smith,F,25
1612,AKX,2017-11-23,2019-07-21,605,Thursday,446222,GBP,52419,500000,271167,0.104838,5.173067017684428,0.542334,20-40,M,millerdustin,rbell@gmail.com,Danielle Smith,F,25
1613,KTR,2019-02-03,2019-03-16,41,Sunday,879795,USD,34121,500000,649614,0.068242,19.038539315963774,1.299228,30-50,M,millerdustin,rbell@gmail.com,Danielle Smith,F,25
1614,KTR,2018-01-08,2018-03-15,66,Monday,766387,GBP,6454,500003,599276,0.012907922552464686,92.85342423303378,1.1985448087311477,35-60,B,millerdustin,rbell@gmail.com,Danielle Smith,F,25
1615,AKX,2019-05-25,2020-06-02,374,Saturday,186610,EUR,60688,500001,181254,0.1213757572484855,2.9866530450830475,0.36250727498545005,30-40,M,robert73,christopherbray@watkins-vaughn.com,Amy Smith,F,54
1616,GRZ,2017-12-30,2019-06-30,547,Saturday,792775,USD,13248,500001,632276,0.026495947008105983,47.72614734299517,1.2645494709010583,35-45,F,robert73,christopherbray@watkins-vaughn.com,Amy Smith,F,54
1617,BYU,2019-03-29,2021-03-16,718,Friday,6084,EUR,52900,499999,1633,0.1058002116004232,0.030869565217391304,0.003266006532013064,45-50,M,robert73,christopherbray@watkins-vaughn.com,Amy Smith,F,54
1618,BYU,2019-10-23,2021-09-19,697,Wednesday,938551,GBP,48357,499998,451944,0.09671438685754744,9.345989205285688,0.9038916155664622,25-35,M,robert73,christopherbray@watkins-vaughn.com,Amy Smith,F,54
1619,AKX,2018-08-27,2020-05-23,635,Monday,717822,USD,71386,500001,365122,0.14277171445657108,5.114756394811308,0.730242539514921,30-45,B,robert73,christopherbray@watkins-vaughn.com,Amy Smith,F,54
1620,AKX,2019-10-22,2020-01-06,76,Tuesday,994864,EUR,17099,500000,262671,0.034198,15.361775542429381,0.525342,25-35,F,kochjennifer,gkoch@hotmail.com,Christy Guerra,F,23
1621,BYU,2019-06-03,2020-02-07,249,Monday,959511,GBP,42459,500001,21480,0.08491783016433967,0.5058998092277256,0.042959914080171836,35-40,F,kochjennifer,gkoch@hotmail.com,Christy Guerra,F,23
1622,GRZ,2018-05-27,2019-11-09,531,Sunday,620338,USD,59353,499999,174335,0.11870623741247482,2.9372567519754686,0.34867069734139466,30-35,M,kochjennifer,gkoch@hotmail.com,Christy Guerra,F,23
1623,KTR,2018-11-02,2019-05-24,203,Friday,416223,USD,32187,500000,116152,0.064374,3.608661882126324,0.232304,30-35,F,kochjennifer,gkoch@hotmail.com,Christy Guerra,F,23
1624,KTR,2019-06-18,2020-02-14,241,Tuesday,522553,GBP,66875,499998,450365,0.13375053500214001,6.734429906542056,0.9007336029344117,35-50,M,kochjennifer,gkoch@hotmail.com,Christy Guerra,F,23
1625,AKX,2018-10-16,2018-12-22,67,Tuesday,757376,GBP,31752,500000,677868,0.063504,21.348828420256993,1.355736,30-50,F,jason11,usmith@hotmail.com,Sydney Webb,F,61
1626,GRZ,2018-10-31,2019-05-03,184,Wednesday,8775,EUR,60154,499999,5121,0.12030824061648124,0.0851314958273764,0.010242020484040968,25-30,B,jason11,usmith@hotmail.com,Sydney Webb,F,61
1627,KTR,2018-09-14,2019-09-22,373,Friday,760878,USD,13588,499999,104485,0.027176054352108705,7.689505445981749,0.20897041794083587,35-55,M,jason11,usmith@hotmail.com,Sydney Webb,F,61
1628,KTR,2018-11-10,2019-01-12,63,Saturday,694860,USD,25842,499998,261351,0.05168420673682695,10.11342001393081,0.5227040908163633,30-50,F,jason11,usmith@hotmail.com,Sydney Webb,F,61
1629,GRZ,2019-07-07,2020-02-25,233,Sunday,701590,USD,66050,499999,583302,0.1321002642005284,8.831218773656321,1.1666063332126664,30-50,M,jason11,usmith@hotmail.com,Sydney Webb,F,61
1630,GRZ,2019-11-11,2021-05-24,560,Monday,649981,EUR,76894,499999,478511,0.15378830757661516,6.222995292220459,0.957023914047828,20-40,F,jason11,usmith@hotmail.com,Sydney Webb,F,61
1631,AKX,2019-09-15,2020-08-19,339,Sunday,229190,GBP,28398,499995,85134,0.056796567965679653,2.99788717515318,0.17026970269702696,20-35,B,jason11,usmith@hotmail.com,Sydney Webb,F,61
1632,KTR,2019-06-11,2021-04-21,680,Tuesday,568604,GBP,54555,499998,144903,0.10911043644174577,2.6560901842177618,0.2898071592286369,20-35,M,jason11,usmith@hotmail.com,Sydney Webb,F,61
1633,KTR,2019-10-24,2020-05-26,215,Thursday,760146,GBP,56028,500001,375466,0.11205577588844823,6.701399300349825,0.7509304981390037,35-40,B,collin50,christianoconnor@martinez.com,Stephanie Martin,F,49
1634,AKX,2019-04-10,2019-05-24,44,Wednesday,452243,GBP,14993,499998,201756,0.029986119944479778,13.456679783899153,0.40351361405445624,35-45,F,collin50,christianoconnor@martinez.com,Stephanie Martin,F,49
1635,BYU,2019-04-11,2020-09-29,537,Thursday,620702,EUR,14829,500002,233884,0.029657881368474526,15.772068244655742,0.46776612893548425,45-65,F,collin50,christianoconnor@martinez.com,Stephanie Martin,F,49
1636,GRZ,2019-08-19,2021-07-11,692,Monday,467231,USD,44618,499998,65420,0.08923635694542778,1.4662243937424357,0.13084052336209345,25-30,F,collin50,christianoconnor@martinez.com,Stephanie Martin,F,49
1637,GRZ,2019-04-05,2019-04-12,7,Friday,528993,EUR,65510,500002,140492,0.1310194759220963,2.1445886124255837,0.2809828760684957,35-40,M,collin50,christianoconnor@martinez.com,Stephanie Martin,F,49
1638,AKX,2019-09-14,2021-01-07,481,Saturday,945548,GBP,12692,500000,361971,0.025384,28.519618657421997,0.723942,40-60,M,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1639,GRZ,2019-05-25,2021-01-09,595,Saturday,579779,USD,60112,500000,446657,0.120224,7.430413228639872,0.893314,35-60,B,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1640,AKX,2018-01-07,2018-10-13,279,Sunday,338906,GBP,20853,499998,149361,0.041706166824667296,7.162566537188893,0.2987231948927796,40-55,M,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1641,GRZ,2018-07-06,2018-08-01,26,Friday,92515,GBP,45927,500000,76705,0.091854,1.6701504561586866,0.15341,20-30,B,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1642,AKX,2019-02-03,2020-01-01,332,Sunday,11762,EUR,43047,500000,5421,0.086094,0.12593212070527562,0.010842,35-55,F,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1643,AKX,2018-06-27,2019-12-02,523,Wednesday,643554,USD,31192,499999,124516,0.06238412476824954,3.9919210053859966,0.24903249806499614,30-45,F,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1644,KTR,2019-02-14,2020-03-28,408,Thursday,996240,EUR,23841,500000,949358,0.047682,39.82039343987249,1.898716,35-50,M,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1645,KTR,2019-05-14,2020-04-29,351,Tuesday,168791,GBP,20713,500000,36157,0.041426,1.7456186935740838,0.072314,35-45,M,victorialopez,thomas25@silva.com,Eric Hughes,M,54
1646,BYU,2019-01-07,2020-02-12,401,Monday,877017,EUR,9667,499998,504548,0.019334077336309347,52.19282093720906,1.0091000364001457,30-35,M,jacobschristopher,christopher84@price.com,Jason Scott,M,80
1647,AKX,2019-06-16,2020-10-20,492,Sunday,239531,EUR,47535,500000,71888,0.09507,1.5123172399284737,0.143776,20-30,B,jacobschristopher,christopher84@price.com,Jason Scott,M,80
1648,GRZ,2019-01-22,2020-05-31,495,Tuesday,718874,EUR,23901,500000,536602,0.047802,22.45102715367558,1.073204,25-35,B,jacobschristopher,christopher84@price.com,Jason Scott,M,80
1649,GRZ,2018-05-20,2018-08-26,98,Sunday,561259,USD,38548,499997,545313,0.07709646257877548,14.146337034346788,1.0906325437952629,20-25,F,fjackson,gregoryschmidt@gmail.com,Daniel Miranda,M,36
1650,GRZ,2017-12-23,2018-03-20,87,Saturday,801146,USD,72592,499996,644319,0.14518516148129185,8.87589541547278,1.2886483091864736,25-35,F,fjackson,gregoryschmidt@gmail.com,Daniel Miranda,M,36
1651,KTR,2019-03-26,2019-06-27,93,Tuesday,237124,USD,49853,500001,23055,0.09970580058839883,0.46245963131606926,0.046109907780184436,40-45,M,fjackson,gregoryschmidt@gmail.com,Daniel Miranda,M,36
1652,GRZ,2018-06-09,2020-05-20,711,Saturday,552148,EUR,11279,500001,164059,0.022557954884090233,14.545527085734552,0.3281173437653125,35-45,F,fjackson,gregoryschmidt@gmail.com,Daniel Miranda,M,36
1653,AKX,2019-09-16,2020-09-19,369,Monday,524959,USD,16357,500001,331486,0.03271393457213086,20.265696643638808,0.6629706740586518,25-30,B,cdavis,michele68@alexander.com,Sandra Ross,F,68
1654,AKX,2018-04-17,2020-03-09,692,Tuesday,990682,GBP,7609,500002,190306,0.015217939128243487,25.010645288474176,0.38061047755808974,30-35,B,cdavis,michele68@alexander.com,Sandra Ross,F,68
1655,BYU,2019-09-10,2021-03-02,539,Tuesday,998233,GBP,27719,500000,454350,0.055438,16.3912839568527,0.9087,25-35,B,cdavis,michele68@alexander.com,Sandra Ross,F,68
1656,AKX,2019-10-17,2020-11-23,403,Thursday,330118,USD,19838,500004,31617,0.03967568259453924,1.5937594515576168,0.06323349413204694,35-50,B,cdavis,michele68@alexander.com,Sandra Ross,F,68
1657,KTR,2019-01-26,2019-03-18,51,Saturday,893568,USD,23027,499999,266501,0.046054092108184216,11.57341381856082,0.533003066006132,35-60,M,pricecarrie,rebeccaanderson@yahoo.com,Elizabeth King,F,45
1658,KTR,2018-01-24,2019-05-27,488,Wednesday,213142,EUR,69890,500004,85398,0.13977888176894585,1.2218915438546287,0.17079463364293085,30-55,F,pricecarrie,rebeccaanderson@yahoo.com,Elizabeth King,F,45
1659,AKX,2018-12-16,2020-10-03,657,Sunday,795904,USD,58348,500001,348572,0.11669576660846678,5.974017961198327,0.6971426057147886,20-25,M,pricecarrie,rebeccaanderson@yahoo.com,Elizabeth King,F,45
1660,AKX,2018-07-20,2019-01-26,190,Friday,765567,USD,11886,499999,567107,0.02377204754409509,47.712182399461554,1.1342162684325368,30-50,M,pricecarrie,rebeccaanderson@yahoo.com,Elizabeth King,F,45
1661,GRZ,2019-10-20,2020-07-27,281,Sunday,536444,EUR,30419,499997,153715,0.06083836503019018,5.0532561885663565,0.30743184459106754,35-55,F,pricecarrie,rebeccaanderson@yahoo.com,Elizabeth King,F,45
1662,BYU,2018-03-05,2019-09-02,546,Monday,325432,GBP,33218,500004,205665,0.06643546851625187,6.191372147630803,0.41132670938632493,20-30,F,pricecarrie,rebeccaanderson@yahoo.com,Elizabeth King,F,45
1663,KTR,2017-11-27,2018-01-10,44,Monday,927497,GBP,33323,500001,254064,0.06664586670826658,7.624283527893647,0.5081269837460325,35-50,M,pricecarrie,rebeccaanderson@yahoo.com,Elizabeth King,F,45
1664,GRZ,2018-02-28,2018-11-27,272,Wednesday,157012,USD,46634,499999,23083,0.09326818653637307,0.4949822018269932,0.04616609233218467,35-45,M,brownlaurie,nallen@frank.com,Peggy Brown,F,42
1665,BYU,2018-10-12,2019-10-02,355,Friday,617735,EUR,46463,500000,172751,0.092926,3.7180337042377807,0.345502,30-35,F,brownlaurie,nallen@frank.com,Peggy Brown,F,42
1666,GRZ,2019-01-02,2020-07-11,556,Wednesday,499697,GBP,10456,499998,151009,0.020912083648334592,14.442329762815609,0.3020192080768323,45-55,B,brownlaurie,nallen@frank.com,Peggy Brown,F,42
1667,GRZ,2018-01-29,2019-05-20,476,Monday,36885,GBP,31453,499999,18892,0.06290612581225162,0.600642228086351,0.03778407556815114,20-40,M,brownlaurie,nallen@frank.com,Peggy Brown,F,42
1668,BYU,2018-01-16,2019-05-15,484,Tuesday,897495,EUR,27165,500000,16033,0.05433,0.5902079882201362,0.032066,30-40,F,brownlaurie,nallen@frank.com,Peggy Brown,F,42
1669,KTR,2019-08-17,2021-03-19,580,Saturday,304100,USD,79550,500000,227456,0.1591,2.859283469516028,0.454912,25-45,B,brownlaurie,nallen@frank.com,Peggy Brown,F,42
